tag_id	tag_applied	tag_recapture	year	month	day	hour	minute	width_est	tl_cm	sex	width_cm	comment
SKT0011	Y	N	2013	6	23	5	0	N	58.5	M	39.5	
SKT0088	Y	N	2013	6	23	5	0	Y	36.0	F	20.0	
SKT0009	Y	N	2013	6	23	5	0	Y	39.0	F	20.0	
SKT0080	Y	N	2013	6	23	5	0	Y	37.0	F	25.0	
SKT0045	Y	N	2013	6	23	5	0	Y	41.0	M	25.0	
SKT0020	Y	N	2013	6	23	5	0	Y	43.0	F	25.0	
SKT0083	Y	N	2013	6	23	5	0	Y	47.0	F	30.0	
SKT0018	Y	N	2013	6	23	5	0	Y	48.5	M	30.0	
SKT0085	Y	N	2013	6	23	5	0	Y	49.0	F	30.0	
SKT0093	Y	N	2013	6	23	5	0	Y	49.0	F	30.0	
SKT0013	Y	N	2013	6	23	5	0	Y	52.5	F	30.0	
SKT0001	Y	N	2013	6	23	5	0	Y	56.0	F	35.0	
SKT0035	Y	N	2013	6	23	5	0	Y	55.0	M	35.0	
SKT0025	Y	N	2013	6	23	5	0	Y	56.0	M	35.0	
SKT0003	Y	N	2013	6	23	5	0	Y	56.0	F	35.0	
SKT0089	Y	N	2013	6	23	5	0	Y	61.5	F	40.0	
SKT0007	Y	N	2013	6	23	5	0	Y	63.0	F	40.0	
SKT0067	Y	N	2013	6	24	7	0	N	39.0	F	22.5	
SKT0017	Y	N	2013	6	24	7	0	Y	50.0	F	30.0	
SKT0079	Y	N	2013	6	25	19	30	Y	60.0	M	35.0	
SKT0053	Y	N	2013	6	27	9	0	Y	39.0	M	25.0	
SKT0065	Y	N	2013	6	27	9	0	Y	44.0	F	25.0	
SKT0026	Y	N	2013	6	27	9	0	Y	44.0	F	30.0	
SKT0050	Y	N	2013	6	27	9	0	Y	44.5	M	30.0	
SKT0028	Y	N	2013	6	27	9	0	Y	45.0	F	30.0	
SKT0032	Y	N	2013	6	27	9	0	Y	45.0	F	30.0	
SKT0047	Y	N	2013	6	27	9	0	Y	59.0	F	30.0	
SKT0016	Y	N	2013	6	27	9	0	Y	46.0	M	30.0	
SKT0039	Y	N	2013	6	27	9	0	Y	50.0	F	30.0	
SKT0010	Y	N	2013	6	27	9	0	Y	52.0	M	30.0	
SKT0036	Y	N	2013	6	27	9	0	Y	66.0	M	35.0	
SKT0043	Y	N	2013	6	27	9	0	Y	63.0	M	35.0	
SKT0030	Y	N	2013	6	27	9	0	Y	63.5	M	40.0	
SKT0082	Y	N	2013	6	27	9	0	Y	61.0	F	40.0	
SKT2028	Y	N	2013	6	27	21	30	Y	41.0	F	25.0	
SKT2029	Y	N	2013	6	27	21	30	Y	43.0	F	30.0	
SKT2027	Y	N	2013	6	27	21	30	Y	46.0	M	30.0	
SKT2031	Y	N	2013	6	29	11	0	Y	39.0	F	25.0	
SKT2030	Y	N	2013	6	29	11	0	Y	43.0	M	25.0	
SKT2035	Y	N	2013	6	29	23	30	Y	46.0	F	30.0	
SKT0127	Y	N	2013	7	1	0	0	Y	52.0	F	25.0	
SKT0142	Y	N	2013	7	1	0	0	Y	42.0	M	25.0	
SKT0137	Y	N	2013	7	4	3	0	N	49.5	M	29.0	
SKT0129	Y	N	2013	7	4	3	0	N	51.0	M	31.5	
SKT2040	Y	N	2013	7	4	3	0	Y	30.5	M	20.0	
SKT0046	Y	N	2013	7	4	3	0	Y	53.0	F	30.0	
SKT0143a	Y	N	2013	7	4	3	0	Y	53.0	F	30.0	
SKT0133	Y	N	2013	7	4	3	0	Y	50.0	F	30.0	
SKT0060	Y	N	2013	7	4	3	0	Y	55.5	M	35.0	
SKT0033	Y	N	2013	7	4	3	0	Y	53.0	F	35.0	
SKT1075	Y	N	2013	7	5	4	0	N	41.0	M	26.5	
SKT0147	Y	N	2013	7	5	4	0	N	47.0	M	27.5	
SKT0029	Y	N	2013	7	5	4	0	N	59.0	F	38.0	
SKT0100	Y	N	2013	7	5	4	0	Y	40.0	M	20.0	
SKT0130	Y	N	2013	7	5	4	0	Y	39.0	M	25.0	
SKT0031	Y	N	2013	7	5	4	0	Y	48.0	M	30.0	
SKT2041	Y	N	2013	7	5	4	0	Y	40.0	F	30.0	
SKT0056	Y	N	2013	7	5	4	0	Y	47.0	M	30.0	
SKT0134	Y	N	2013	7	5	4	0	Y	54.0	F	30.0	
SKT0143	Y	N	2013	7	5	4	0	Y	44.0	F	30.0	
SKT0034	Y	N	2013	7	5	4	0	Y	48.0	M	30.0	
SKT0040	Y	N	2013	7	5	4	0	Y	53.0	F	35.0	
SKT0144	Y	N	2013	7	5	4	0	Y	60.0	F	35.0	
SKT0052	Y	N	2013	7	5	4	0	Y	61.0	F	35.0	
SKT0149	Y	N	2013	7	5	16	30	Y	46.0	F	30.0	
SKT0037	Y	N	2013	7	5	16	30	Y	50.0	F	30.0	
SKT1050	Y	N	2013	7	7	5	30	N	33.0	F	19.5	
SKT0044	Y	N	2013	7	7	5	30	N	37.5	F	22.0	
SKT0002	Y	N	2013	7	7	5	30	N	40.0	M	25.0	
SKT0015	Y	N	2013	7	7	5	30	N	42.0	M	25.0	
SKT0139	Y	N	2013	7	7	5	30	N	43.0	F	27.0	
SKT0094	Y	N	2013	7	7	5	30	N	50.0	F	29.5	
SKT0132	Y	N	2013	7	7	5	30	N	54.0	F	35.0	
SKT0138	Y	N	2013	7	7	5	30	N	63.0	F	40.0	
SKT0023	Y	N	2013	7	7	5	30	Y	35.0	M	20.0	
SKT0145	Y	N	2013	7	7	5	30	Y	41.0	F	25.0	
SKT0126	Y	N	2013	7	7	5	30	Y	44.0	M	25.0	
SKT0092	Y	N	2013	7	7	5	30	Y	43.5	F	25.0	
SKT0141	Y	N	2013	7	7	5	30	Y	49.0	F	30.0	
SKT0146	Y	N	2013	7	7	5	30	Y	48.5	F	30.0	
SKT0048	Y	N	2013	7	7	5	30	Y	44.5	M	30.0	
SKT0041	Y	N	2013	7	7	5	30	Y	47.0	M	30.0	
SKT0128	Y	N	2013	7	7	5	30	Y	44.0	M	30.0	
SKT0135	Y	N	2013	7	7	5	30	Y	45.0	M	30.0	
SKT0140	Y	N	2013	7	7	5	30	Y	52.0	F	30.0	
SKT0136	Y	N	2013	7	7	5	30	Y	51.0	M	30.0	
SKT0150	Y	N	2013	7	7	5	30	Y	58.0	M	30.0	
SKT0087	Y	N	2013	7	7	17	30	Y	37.0	F	20.0	
SKT0059	Y	N	2013	7	8	18	30	Y	61.0	F	40.0	
SKT0038	Y	N	2013	7	9	18	15	Y	45.0	M	25.0	
SKT0179	Y	N	2013	7	9	18	15	Y	52.0	F	30.0	
SKT0131	Y	N	2013	7	9	18	15	Y	59.0	M	30.0	
SKT0111	Y	N	2013	7	10	7	30	N	32.0	F	19.0	
SKT0191	Y	N	2013	7	10	7	30	N	36.0	F	21.0	
SKT0193	Y	N	2013	7	10	7	30	N	34.0	F	21.0	
SKT0192	Y	N	2013	7	10	7	30	N	34.5	F	22.0	
SKT0198a	Y	N	2013	7	10	7	30	N	42.0	F	22.0	
SKT0101	Y	N	2013	7	10	7	30	N	42.0	F	25.0	
SKT0104	Y	N	2013	7	10	7	30	N	41.0	F	25.0	
SKT0113	Y	N	2013	7	10	7	30	N	40.0	F	25.0	
SKT0177	Y	N	2013	7	10	7	30	N	41.0	F	25.0	
SKT0184	Y	N	2013	7	10	7	30	N	39.0	F	25.0	
SKT0196	Y	N	2013	7	10	7	30	N	42.0	F	26.0	
SKT0049	Y	N	2013	7	10	7	30	N	43.0	F	27.0	
SKT0108	Y	N	2013	7	10	7	30	N	44.0	F	28.0	
SKT0195	Y	N	2013	7	10	7	30	N	43.0	F	28.0	
SKT0109	Y	N	2013	7	10	7	30	N	47.0	F	28.5	
SKT0194	Y	N	2013	7	10	7	30	N	48.0	F	30.0	
SKT0102	Y	N	2013	7	10	7	30	N	62.0	M	40.0	
SKT0122	Y	N	2013	7	10	7	30	Y	34.0	F	20.0	
SKT0199	Y	N	2013	7	10	7	30	Y	34.0	F	20.0	
SKT0124	Y	N	2013	7	10	7	30	Y	36.0	M	20.0	
SKT0161	Y	N	2013	7	10	7	30	Y	36.0	F	20.0	
SKT0120	Y	N	2013	7	10	7	30	Y	35.0	F	20.0	
SKT0117	Y	N	2013	7	10	7	30	Y	43.0	F	25.0	
SKT0119	Y	N	2013	7	10	7	30	Y	40.0	F	25.0	
SKT0121	Y	N	2013	7	10	7	30	Y	41.0	F	25.0	
SKT0114	Y	N	2013	7	10	7	30	Y	43.0	F	30.0	
SKT0123	Y	N	2013	7	10	7	30	Y	45.0	M	30.0	
SKT0186	Y	N	2013	7	10	7	30	Y	48.0	M	30.0	
SKT0181	Y	N	2013	7	10	7	30	Y	51.0	M	30.0	
SKT0105	Y	N	2013	7	10	7	30	Y	57.0	M	35.0	
SKT0173	Y	N	2013	7	11	8	0	Y	35.0	F	20.0	
SKT0156	Y	N	2013	7	11	8	0	Y	36.0	F	20.0	
SKT0171	Y	N	2013	7	11	8	0	Y	40.0	F	25.0	
SKT0159	Y	N	2013	7	11	8	0	Y	39.0	F	25.0	
SKT0172	Y	N	2013	7	11	8	0	Y	39.0	F	25.0	
SKT0157	Y	N	2013	7	11	8	0	Y	39.0	M	25.0	
SKT0160	Y	N	2013	7	11	8	0	Y	39.0	M	25.0	
SKT0167	Y	N	2013	7	11	8	0	Y	40.0	F	25.0	
SKT0151	Y	N	2013	7	11	8	0	Y	43.5	M	25.0	
SKT0152	Y	N	2013	7	11	8	0	Y	40.0	F	25.0	
SKT0162	Y	N	2013	7	11	8	0	Y	43.0	F	25.0	
SKT0170	Y	N	2013	7	11	8	0	Y	45.0	F	25.0	
SKT0115	Y	N	2013	7	11	8	0	Y	44.0	M	25.0	
SKT0164	Y	N	2013	7	11	8	0	Y	43.0	M	25.0	
SKT0200	Y	N	2013	7	11	8	0	Y	42.0	M	25.0	
SKT0110	Y	N	2013	7	11	8	0	Y	42.0	F	25.0	
SKT0154	Y	N	2013	7	11	8	0	Y	46.5	F	30.0	
SKT0158	Y	N	2013	7	11	8	0	Y	44.0	F	30.0	
SKT0169	Y	N	2013	7	11	8	0	Y	45.0	M	30.0	
SKT0174	Y	N	2013	7	11	8	0	Y	42.0	M	30.0	
SKT0153	Y	N	2013	7	11	8	0	Y	45.0	F	30.0	
SKT0175	Y	N	2013	7	11	8	0	Y	47.0	F	30.0	
SKT0168	Y	N	2013	7	11	8	0	Y	48.0	M	30.0	
SKT0103	Y	N	2013	7	11	8	0	Y	45.0	F	30.0	
SKT0163	Y	N	2013	7	11	8	0	Y	51.0	F	30.0	
SKT0107	Y	N	2013	7	11	8	0	Y	55.0	F	35.0	
SKT0155	Y	N	2013	7	11	8	0	Y	62.0	M	35.0	
SKT0125	Y	N	2013	7	11	8	0	Y	60.0	F	35.0	
SKT0106	Y	N	2013	7	11	8	0	Y	66.0	M	40.0	
SKT0118	Y	N	2013	7	11	8	0	Y	66.0	M	40.0	
SKT0166	Y	N	2013	7	13	10	0	Y	37.0	F	20.0	
SKT0197	Y	N	2013	7	13	10	0	Y	45.0	M	20.0	
SKT0189	Y	N	2013	7	13	10	0	Y	39.0	F	20.0	
SKT0190	Y	N	2013	7	13	10	0	Y	41.0	F	25.0	
SKT0182	Y	N	2013	7	13	10	0	Y	43.0	F	25.0	
SKT0165	Y	N	2013	7	13	10	0	Y	42.0	F	25.0	
SKT0185	Y	N	2013	7	13	10	0	Y	43.5	F	25.0	
SKT0188	Y	N	2013	7	13	10	0	Y	41.0	F	25.0	
SKT0183	Y	N	2013	7	13	10	0	Y	46.0	F	30.0	
SKT0116	Y	N	2013	7	13	10	0	Y	50.0	M	30.0	
SKT0198	Y	N	2013	7	13	10	0	Y	52.5	F	30.0	
SKT0081	Y	N	2013	7	13	10	0	Y	51.0	M	35.0	
SKT0178	Y	N	2013	7	13	10	0	Y	60.0	F	35.0	
SKT0489	Y	N	2013	7	15	11	0	Y	36.0	F	20.0	
SKT0490	Y	N	2013	7	15	11	0	Y	39.0	F	20.0	
SKT0480	Y	N	2013	7	15	11	0	Y	42.0	M	25.0	
SKT0476	Y	N	2013	7	15	11	0	Y	48.0	F	30.0	
SKT0492	Y	N	2013	7	15	11	0	Y	47.0	F	30.0	
SKT0483	Y	N	2013	7	15	11	0	Y	47.0	M	30.0	
SKT0431	Y	N	2013	7	15	11	0	Y	49.0	F	30.0	
SKT0497	Y	N	2013	7	15	11	0	Y	59.0	F	35.0	
SKT0446	Y	N	2013	7	15	11	0	Y	63.0	M	40.0	
SKT0432a	Y	N	2013	7	17	0	30	Y	34.5	M	25	
SKT0442	Y	N	2013	7	17	0	30	Y	49.0	F	25.0	
SKT0434	Y	N	2013	7	17	0	30	Y	47.0	M	35.0	
SKT0437	Y	N	2013	7	18	1	0	N	48.0	F	30.0	
SKT0436	Y	N	2013	7	18	1	0	N	51.0	F	32.0	
SKT0449	Y	N	2013	7	18	1	0	N	57.0	F	35.0	
SKT0488	Y	N	2013	7	18	1	0	Y	44.0	M	30.0	
SKT0491	Y	N	2013	7	18	1	0	Y	56.0	F	35.0	
SKT0430	Y	N	2013	7	18	13	30	N	45.0	M	28.0	
SKT0447	Y	N	2013	7	18	13	30	Y	54.5	F	30.0	
SKT0428	Y	N	2013	7	19	15	0	N	47.0	F	27.5	
SKT0443	Y	N	2013	7	19	15	0	Y	43.0	F	20.0	
SKT0486	Y	N	2013	7	19	15	0	Y	51.0	F	30.0	
SKT0429	Y	N	2013	7	20	15	30	N	44.0	F	27.0	
SKT0494	Y	N	2013	7	20	15	30	Y	47.0	M	30.0	
SKT0499	Y	N	2013	7	20	15	30	Y	51.5	F	30.0	
SKT0487	Y	N	2013	7	20	15	30	Y	53.0	M	30.0	
SKT0495	Y	N	2013	7	20	15	30	Y	53.0	F	30.0	
SKT0496	Y	N	2013	7	20	15	30	Y	61.0	F	40.0	
SKT0479	Y	N	2013	7	20	15	30	Y	61.0	M	40.0	
SKT0327	Y	N	2013	7	22	17	30	Y	50.0	M	30.0	
SKT0336	Y	N	2013	7	22	17	30	Y	54.0	M	30.0	
SKT0343	Y	N	2013	7	22	17	30	Y	61.0	F	35.0	
SKT0371	Y	N	2013	7	23	6	0	N	35.0	F	22.0	
SKT0374	Y	N	2013	7	23	6	0	N	36.0	F	22.0	
SKT0375	Y	N	2013	7	23	6	0	N	36.0	M	22.5	
SKT0349	Y	N	2013	7	23	6	0	N	37.0	F	24.0	
SKT0350	Y	N	2013	7	23	6	0	N	41.0	F	24.0	
SKT0342	Y	N	2013	7	23	6	0	N	36.0	F	24.5	
SKT0366	Y	N	2013	7	23	6	0	N	40.0	F	25.5	
SKT0329	Y	N	2013	7	23	6	0	N	44.0	F	27.0	
SKT0333	Y	N	2013	7	23	6	0	N	41.0	F	27.0	
SKT0344	Y	N	2013	7	23	6	0	N	46.5	F	27.5	
SKT0309	Y	N	2013	7	23	6	0	N	48.0	M	28.0	
SKT0352	Y	N	2013	7	23	6	0	N	49.0	F	29.0	
SKT0368	Y	N	2013	7	23	6	0	N	46.0	M	30.0	
SKT0334	Y	N	2013	7	23	6	0	N	47.0	F	31.5	
SKT0347	Y	N	2013	7	23	6	0	N	51.0	F	31.5	
SKT0326	Y	N	2013	7	23	6	0	N	50.0	F	32.0	
SKT0364	Y	N	2013	7	23	6	0	N	51.0	M	32.0	
SKT0369	Y	N	2013	7	23	6	0	N	50.0	F	32.5	
SKT0341	Y	N	2013	7	23	6	0	N	55.0	M	33.0	
SKT0346	Y	N	2013	7	23	6	0	N	55.0	M	33.0	
SKT0335	Y	N	2013	7	23	6	0	N	54.0	F	34.0	
SKT0332	Y	N	2013	7	23	6	0	N	61.0	F	36.0	
SKT0345	Y	N	2013	7	23	6	0	N	57.0	F	36.0	
SKT0328	Y	N	2013	7	23	6	0	N	66.0	F	40.5	
SKT0348	Y	N	2013	7	23	6	0	N	68.0	M	43.0	
23827	N	Y	2013	7	23	6	0	N	43.0	F	NA	
SKT0331	Y	N	2013	7	23	6	0	Y	34.0	M	20.0	
SKT0330	Y	N	2013	7	23	6	0	Y	38.0	M	25.0	
SKT0360	Y	N	2013	7	23	6	0	Y	49.0	F	30.0	
SKT0338	Y	N	2013	7	23	6	0	Y	43.0	M	30.0	
SKT0362	Y	N	2013	7	23	6	0	Y	45.0	F	30.0	
SKT0357	Y	N	2013	7	23	6	0	Y	47.0	F	30.0	
SKT0356	Y	N	2013	7	23	6	0	Y	53.0	F	30.0	
SKT0337	Y	N	2013	7	23	6	0	Y	55.0	M	30.0	
SKT0359	Y	N	2013	7	23	6	0	Y	57.0	F	35.0	
SKT0373	Y	N	2013	7	23	18	0	Y	40.5	M	20.0	
SKT0363	Y	N	2013	7	23	18	0	Y	44.5	F	25.0	
SKT0395	Y	N	2013	7	24	6	45	N	36.0	M	22.0	
SKT0305	Y	N	2013	7	24	6	45	N	43.0	F	22.5	
SKT0303	Y	N	2013	7	24	6	45	N	36.0	M	23.0	
SKT0306	Y	N	2013	7	24	6	45	N	36.0	M	24.0	
SKT0325	Y	N	2013	7	24	6	45	N	40.0	F	25.0	
SKT0367	Y	N	2013	7	24	6	45	N	42.0	F	26.0	
SKT0322	Y	N	2013	7	24	6	45	N	40.5	F	27.0	
SKT0311	Y	N	2013	7	24	6	45	N	41.0	F	27.5	
SKT0485	Y	N	2013	7	24	6	45	N	50.0	F	29.0	
SKT0323	Y	N	2013	7	24	6	45	N	48.0	F	30.0	
SKT0376	Y	N	2013	7	24	6	45	N	49.0	F	30.0	
SKT0308	Y	N	2013	7	24	6	45	N	50.5	M	32.5	
SKT0307	Y	N	2013	7	24	6	45	N	57.0	F	34.0	
SKT0302	Y	N	2013	7	24	6	45	N	63.0	M	39.5	
SKT0316	Y	N	2013	7	24	6	45	Y	34.0	F	20.0	
SKT0312	Y	N	2013	7	24	6	45	Y	33.0	F	20.0	
SKT0315a	Y	N	2013	7	24	6	45	Y	37.0	F	20.0	
SKT0317	Y	N	2013	7	24	6	45	Y	38.0	F	20.0	
SKT0324	Y	N	2013	7	24	6	45	Y	39.0	M	25.0	
SKT0318	Y	N	2013	7	24	6	45	Y	43.0	M	25.0	
SKT0304	Y	N	2013	7	24	6	45	Y	44.0	F	30.0	
SKT0321	Y	N	2013	7	24	6	45	Y	46.0	F	30.0	
SKT0314	Y	N	2013	7	24	6	45	Y	49.0	F	30.0	
SKT0319	Y	N	2013	7	24	6	45	Y	42.0	F	30.0	
SKT0310	Y	N	2013	7	24	6	45	Y	56.0	M	30.0	
SKT0358	Y	N	2013	7	24	6	45	Y	61.0	F	40.0	
SKT0365	Y	N	2013	7	24	6	45	Y	67.0	F	40.0	
SKT0397	Y	N	2013	7	25	7	30	N	33.0	M	20.0	
SKT0388	Y	N	2013	7	25	7	30	N	38.0	F	21.0	
SKT0384	Y	N	2013	7	25	7	30	N	34.0	M	21.0	
SKT0400	Y	N	2013	7	25	7	30	N	31.0	M	21.0	
SKT0393	Y	N	2013	7	25	7	30	N	38.0	F	23.0	
SKT0394	Y	N	2013	7	25	7	30	N	39.5	F	23.0	
SKT0398	Y	N	2013	7	25	7	30	N	41.0	F	24.5	
SKT0392	Y	N	2013	7	25	7	30	N	41.0	F	25.0	
SKT0385	Y	N	2013	7	25	7	30	N	42.0	M	25.5	
SKT0391	Y	N	2013	7	25	7	30	N	44.0	F	28.0	
SKT0386	Y	N	2013	7	25	7	30	N	43.5	M	28.5	
SKT0396	Y	N	2013	7	25	7	30	N	48.0	F	31.0	
SKT0399	Y	N	2013	7	25	7	30	N	49.0	F	31.0	
SKT0387	Y	N	2013	7	25	7	30	N	56.0	M	35.0	
SKT0389	Y	N	2013	7	25	7	30	N	63.0	F	39.0	
SKT0390	Y	N	2013	7	25	7	30	N	61.0	M	39.0	
SKT0381	Y	N	2013	7	25	7	30	N	61.0	F	40.0	
SKT0377	Y	N	2013	7	25	7	30	Y	40.0	F	25.0	
SKT0379	Y	N	2013	7	25	7	30	Y	43.0	F	25.0	
SKT0301	Y	N	2013	7	25	7	30	Y	48.5	F	30.0	
SKT0383	Y	N	2013	7	25	7	30	Y	48.0	M	30.0	
SKT0380	Y	N	2013	7	25	7	30	Y	54.0	F	30.0	
SKT0378	Y	N	2013	7	25	7	30	Y	63.0	F	35.0	
SKT0354	Y	N	2013	7	25	7	30	Y	60.0	F	40.0	
SKT0340	Y	N	2013	7	25	7	30	Y	64.0	M	40.0	
SKT0243	Y	N	2013	7	26	8	30	Y	36.0	M	20.0	
SKT0246	Y	N	2013	7	26	8	30	Y	37.0	F	20.0	
SKT0240	Y	N	2013	7	26	8	30	Y	39.0	M	20.0	
SKT0247	Y	N	2013	7	26	8	30	Y	39.0	F	25.0	
SKT0226	Y	N	2013	7	26	8	30	Y	40.0	M	25.0	
SKT0229	Y	N	2013	7	26	8	30	Y	43.0	F	25.0	
SKT0228	Y	N	2013	7	26	8	30	Y	45.5	M	25.0	
SKT0227	Y	N	2013	7	26	8	30	Y	45.0	F	30.0	
SKT0236	Y	N	2013	7	26	8	30	Y	42.0	F	30.0	
SKT0249	Y	N	2013	7	26	8	30	Y	44.0	M	30.0	
SKT0230	Y	N	2013	7	26	8	30	Y	44.0	M	30.0	
SKT0245	Y	N	2013	7	26	8	30	Y	48.0	F	30.0	
SKT0250	Y	N	2013	7	26	8	30	Y	50.0	F	30.0	
SKT0232	Y	N	2013	7	26	8	30	Y	46.0	M	30.0	
SKT0237	Y	N	2013	7	26	8	30	Y	52.0	M	30.0	
SKT0231	Y	N	2013	7	26	8	30	Y	52.0	F	30.0	
SKT0239	Y	N	2013	7	26	8	30	Y	50.0	M	30.0	
SKT0244	Y	N	2013	7	26	8	30	Y	53.0	M	30.0	
SKT0241	Y	N	2013	7	26	8	30	Y	52.0	F	30.0	
SKT0248	Y	N	2013	7	26	8	30	Y	56.0	F	30.0	
SKT0238	Y	N	2013	7	26	8	30	Y	56.0	F	35.0	
SKT0242	Y	N	2013	7	26	8	30	Y	56.0	M	35.0	
SKT0382	Y	N	2013	7	26	8	30	Y	55.0	F	35.0	
SKT0405	Y	N	2013	7	26	8	30	Y	59.0	M	35.0	
SKT0370	Y	N	2013	7	26	8	30	Y	59.0	M	35.0	
SKT0233	Y	N	2013	7	26	8	30	Y	53.0	M	40.0	
SKT0320	Y	N	2013	7	26	8	30	Y	65.0	F	40.0	
SKT0235	Y	N	2013	7	26	8	30	Y	68.0	M	40.0	
SKT0234	Y	N	2013	7	26	8	30	Y	68.0	M	40.0	
SKT0277	Y	N	2013	7	27	22	0	N	42.0	M	26.0	error
SKT4500	Y	N	2013	7	27	22	0	N	41.0	F	27.0	error
SKT0432	Y	N	2013	7	27	22	0	N	57.0	F	36.0	error
SKT0292	Y	N	2013	7	27	22	0	Y	36.0	F	20.0	error
SKT0353	Y	N	2013	7	27	22	0	Y	40.0	F	20.0	error
SKT0290	Y	N	2013	7	27	22	0	Y	45.0	F	25.0	error
SKT0297	Y	N	2013	7	27	22	0	Y	43.0	F	30.0	error
SKT0293	Y	N	2013	7	27	22	0	Y	41.0	M	30.0	
SKT0276	Y	N	2013	7	27	22	0	Y	47.0	F	30.0	
SKT0278	Y	N	2013	7	27	22	0	Y	58.5	F	30.0	
SKT0281	Y	N	2013	7	27	22	0	Y	49.0	F	30.0	
SKT0361	Y	N	2013	7	27	22	0	Y	47.0	M	30.0	
SKT0315	Y	N	2013	7	27	22	0	Y	52.0	M	30.0	
SKT0355	Y	N	2013	7	27	22	0	Y	51.0	M	30.0	
SKT0286	Y	N	2013	7	27	22	0	Y	58.0	F	35.0	
SKT0287	Y	N	2013	7	27	22	0	Y	54.0	F	35.0	
SKT0291	Y	N	2013	7	27	22	0	Y	60.0	F	35.0	
SKT0372	Y	N	2013	7	27	22	0	Y	62.0	M	40.0	
SKT0299	Y	N	2013	7	27	22	0	Y	61.0	F	40.0	
SKT0440	Y	N	2013	7	27	22	0	Y	64.0	M	40.0	
SKT0351	Y	N	2013	7	27	22	0	Y	66.0	F	40.0	
SKT2002	Y	N	2013	7	28	10	15	Y	30.0	F	20.0	
SKT2005	Y	N	2013	7	28	10	15	Y	31.0	F	20.0	
SKT2004	Y	N	2013	7	28	10	15	Y	33.0	F	20.0	
SKT2003	Y	N	2013	7	28	10	15	Y	32.0	M	20.0	
SKT0294	Y	N	2013	7	28	10	15	Y	36.0	F	20.0	
SKT2006	Y	N	2013	7	28	10	15	Y	36.0	M	20.0	
SKT0288	Y	N	2013	7	28	10	15	Y	42.5	F	20.0	
SKT0285	Y	N	2013	7	28	10	15	Y	44.0	F	25.0	
SKT0295	Y	N	2013	7	28	10	15	Y	45.0	M	30.0	
SKT0282	Y	N	2013	7	28	10	15	Y	50.0	F	30.0	
SKT0296	Y	N	2013	7	28	10	15	Y	48.0	F	30.0	
SKT0280	Y	N	2013	7	28	10	15	Y	53.0	M	30.0	
SKT0279	Y	N	2013	7	28	10	15	Y	59.0	F	40.0	
SKT0300	Y	N	2013	7	29	23	30	N	45.0	M	27.0	
SKT0289a	Y	N	2013	7	29	23	30	N	44.0	M	28.0	
SKT0217	Y	N	2013	7	29	23	30	N	50.0	M	31.0	
SKT0223	Y	N	2013	7	29	23	30	N	55.0	M	36.0	
SKT0284	Y	N	2013	7	29	23	30	N	65.0	M	40.0	
SKT0216	Y	N	2013	7	29	23	30	Y	42.0	F	25.0	
SKT0208	Y	N	2013	7	29	23	30	Y	44.0	F	30.0	
SKT0202	Y	N	2013	7	29	23	30	Y	45.0	M	30.0	
SKT0212	Y	N	2013	7	29	23	30	Y	51.0	M	30.0	
SKT0298	Y	N	2013	7	29	23	30	Y	58.0	F	35.0	
SKT0220	Y	N	2013	7	29	23	30	Y	60.0	F	40.0	
SKT0207	Y	N	2013	7	29	23	30	Y	64.0	M	40.0	
SKT2008	Y	N	2013	7	30	12	0	Y	25.0	M	10.0	
SKT2007	Y	N	2013	7	30	12	0	Y	31.0	F	20.0	
SKT0266	Y	N	2013	7	30	12	0	Y	37.0	M	20.0	
SKT0273	Y	N	2013	7	30	12	0	Y	45.0	F	25.0	
SKT0268	Y	N	2013	7	30	12	0	Y	41.0	F	30.0	
SKT0260	Y	N	2013	7	30	12	0	Y	41.0	F	30.0	
SKT0271	Y	N	2013	7	30	12	0	Y	56.0	F	35.0	
SKT0289	Y	N	2013	7	30	12	0	Y	61.0	F	40.0	
SKT0272	Y	N	2013	7	31	13	0	Y	37.0	F	20.0	
SKT0262	Y	N	2013	7	31	13	0	Y	40.0	F	25.0	
SKT0263	Y	N	2013	7	31	13	0	Y	40.0	M	25.0	
SKT0251	Y	N	2013	7	31	13	0	Y	41.0	M	25.0	
SKT0267	Y	N	2013	7	31	13	0	Y	45.0	F	30.0	
SKT0261	Y	N	2013	7	31	13	0	Y	43.0	F	30.0	
SKT0274	Y	N	2013	7	31	13	0	Y	53.0	M	30.0	
SKT0265	Y	N	2013	7	31	13	0	Y	55.0	F	35.0	
SKT0270	Y	N	2013	7	31	13	0	Y	53.0	F	35.0	
SKT0339	Y	N	2013	8	2	14	30	Y	30.5	F	20.0	
SKT0218	Y	N	2013	8	2	14	30	Y	36.0	F	20.0	
SKT0209	Y	N	2013	8	2	14	30	Y	43.0	M	25.0	
SKT0210	Y	N	2013	8	2	14	30	Y	42.0	F	25.0	
SKT0256	Y	N	2013	8	3	15	15	N	30.0	M	20.0	
SKT0219	Y	N	2013	8	3	15	15	N	39.0	F	24.0	
SKT0258	Y	N	2013	8	3	15	15	Y	45.0	M	30.0	
SKT1460	Y	N	2013	8	5	0	33	N	36.5	F	21.5	
SKT1471	Y	N	2013	8	5	0	33	N	44.0	F	24.0	
SKT1473	Y	N	2013	8	5	0	33	N	42.0	F	25.0	
SKT1461	Y	N	2013	8	5	0	33	N	47.0	F	26.5	
SKT1467	Y	N	2013	8	5	0	33	N	46.0	F	26.5	
